YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2014,SD,Total Electric Power Industry,Petroleum,"6,700"
2014,SD,Total Electric Power Industry,Other Biomass,0
2014,SD,Total Electric Power Industry,Wind,"2,336,293"
2014,TN,Total Electric Power Industry,Total,"79,506,886"
2014,TN,Total Electric Power Industry,Coal,"35,874,582"
2014,TN,Total Electric Power Industry,Pumped Storage,"-491,183"
2014,TN,Total Electric Power Industry,Hydroelectric Conventional,"8,900,650"
2014,TN,Total Electric Power Industry,Natural Gas,"6,199,618"
2014,TN,Total Electric Power Industry,Nuclear,"27,670,006"
2014,TN,Total Electric Power Industry,Other Gases,"13,047"
2014,TN,Total Electric Power Industry,Other,"14,041"
2014,TN,Total Electric Power Industry,Petroleum,"185,127"
2014,TN,Total Electric Power Industry,Solar Thermal and Photovoltaic,"27,481"
2014,TN,Total Electric Power Industry,Other Biomass,"89,567"
2014,TN,Total Electric Power Industry,Wind,"51,140"
2014,TN,Total Electric Power Industry,Wood and Wood Derived Fuels,"972,810"
2014,TX,Total Electric Power Industry,Total,"437,629,668"
2014,TX,Total Electric Power Industry,Coal,"148,173,726"
2014,TX,Total Electric Power Industry,Hydroelectric Conventional,"385,898"
2014,TX,Total Electric Power Industry,Natural Gas,"204,721,155"
2014,TX,Total Electric Power Industry,Nuclear,"39,287,443"
2014,TX,Total Electric Power Industry,Other Gases,"2,306,672"
2014,TX,Total Electric Power Industry,Other,"381,027"
2014,TX,Total Electric Power Industry,Petroleum,"278,033"
2014,TX,Total Electric Power Industry,Solar Thermal and Photovoltaic,"282,351"
2014,TX,Total Electric Power Industry,Other Biomass,"733,454"
2014,TX,Total Electric Power Industry,Wind,"40,005,124"
2014,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,074,785"
2014,US-Total,Total Electric Power Industry,Total,"4,093,564,142"
2014,US-Total,Total Electric Power Industry,Coal,"1,581,710,350"
2014,US-Total,Total Electric Power Industry,Geothermal,"15,876,941"
2014,US-Total,Total Electric Power Industry,Pumped Storage,"-6,173,548"
2014,US-Total,Total Electric Power Industry,Hydroelectric Conventional,"259,366,622"
2014,US-Total,Total Electric Power Industry,Natural Gas,"1,126,635,116"
2014,US-Total,Total Electric Power Industry,Nuclear,"797,165,982"
2014,US-Total,Total Electric Power Industry,Other Gases,"12,021,786"
2014,US-Total,Total Electric Power Industry,Other,"13,393,274"
2014,US-Total,Total Electric Power Industry,Petroleum,"30,231,862"
2014,US-Total,Total Electric Power Industry,Solar Thermal and Photovoltaic,"17,691,031"
2014,US-Total,Total Electric Power Industry,Other Biomass,"21,649,719"
2014,US-Total,Total Electric Power Industry,Wind,"181,655,282"
2014,US-Total,Total Electric Power Industry,Wood and Wood Derived Fuels,"42,339,725"
2014,UT,Total Electric Power Industry,Total,"43,784,526"
2014,UT,Total Electric Power Industry,Coal,"33,376,688"
2014,UT,Total Electric Power Industry,Geothermal,"521,582"
2014,UT,Total Electric Power Industry,Hydroelectric Conventional,"632,823"
2014,UT,Total Electric Power Industry,Natural Gas,"8,376,420"
2014,UT,Total Electric Power Industry,Other Gases,0
2014,UT,Total Electric Power Industry,Other,"117,979"
2014,UT,Total Electric Power Industry,Petroleum,"24,318"
2014,UT,Total Electric Power Industry,Solar Thermal and Photovoltaic,"2,235"
2014,UT,Total Electric Power Industry,Other Biomass,"72,530"
2014,UT,Total Electric Power Industry,Wind,"659,951"
2014,VA,Total Electric Power Industry,Total,"77,137,438"
2014,VA,Total Electric Power Industry,Coal,"20,818,584"
2014,VA,Total Electric Power Industry,Pumped Storage,"-1,295,354"
2014,VA,Total Electric Power Industry,Hydroelectric Conventional,"955,188"
2014,VA,Total Electric Power Industry,Natural Gas,"20,881,566"
2014,VA,Total Electric Power Industry,Nuclear,"30,220,977"
2014,VA,Total Electric Power Industry,Other,"499,767"
2014,VA,Total Electric Power Industry,Petroleum,"1,204,907"
2014,VA,Total Electric Power Industry,Other Biomass,"1,097,011"
2014,VA,Total Electric Power Industry,Wood and Wood Derived Fuels,"2,754,793"
2014,VT,Total Electric Power Industry,Total,"7,031,394"
2014,VT,Total Electric Power Industry,Hydroelectric Conventional,"1,175,321"
2014,VT,Total Electric Power Industry,Natural Gas,"2,465"
2014,VT,Total Electric Power Industry,Nuclear,"5,060,582"
2014,VT,Total Electric Power Industry,Petroleum,"5,473"
2014,VT,Total Electric Power Industry,Solar Thermal and Photovoltaic,"23,536"
2014,VT,Total Electric Power Industry,Other Biomass,"23,489"
2014,VT,Total Electric Power Industry,Wind,"311,310"
2014,VT,Total Electric Power Industry,Wood and Wood Derived Fuels,"429,218"
2014,WA,Total Electric Power Industry,Total,"116,334,363"
2014,WA,Total Electric Power Industry,Coal,"6,719,928"
2014,WA,Total Electric Power Industry,Pumped Storage,"-4,753"
2014,WA,Total Electric Power Industry,Hydroelectric Conventional,"79,463,144"
2014,WA,Total Electric Power Industry,Natural Gas,"11,058,815"
2014,WA,Total Electric Power Industry,Nuclear,"9,497,321"
2014,WA,Total Electric Power Industry,Other Gases,"336,932"
2014,WA,Total Electric Power Industry,Other,"131,267"
2014,WA,Total Electric Power Industry,Petroleum,"23,541"
2014,WA,Total Electric Power Industry,Solar Thermal and Photovoltaic,729
2014,WA,Total Electric Power Industry,Other Biomass,"313,080"
2014,WA,Total Electric Power Industry,Wind,"7,267,794"
2014,WA,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,526,564"
2014,WI,Total Electric Power Industry,Total,"61,064,796"
2014,WI,Total Electric Power Industry,Coal,"37,449,264"
2014,WI,Total Electric Power Industry,Hydroelectric Conventional,"2,471,773"
2014,WI,Total Electric Power Industry,Natural Gas,"8,053,503"
2014,WI,Total Electric Power Industry,Nuclear,"9,447,096"
2014,WI,Total Electric Power Industry,Other,"61,737"
2014,WI,Total Electric Power Industry,Petroleum,"319,032"
2014,WI,Total Electric Power Industry,Solar Thermal and Photovoltaic,"1,194"
2014,WI,Total Electric Power Industry,Other Biomass,"542,315"
2014,WI,Total Electric Power Industry,Wind,"1,618,001"
2014,WI,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,100,881"
2014,WV,Total Electric Power Industry,Total,"81,059,577"
2014,WV,Total Electric Power Industry,Coal,"77,514,645"
2014,WV,Total Electric Power Industry,Hydroelectric Conventional,"1,241,974"
2014,WV,Total Electric Power Industry,Natural Gas,"653,302"
2014,WV,Total Electric Power Industry,Other Gases,"30,878"
2014,WV,Total Electric Power Industry,Other,0
2014,WV,Total Electric Power Industry,Petroleum,"162,780"
2014,WV,Total Electric Power Industry,Other Biomass,"4,615"
2014,WV,Total Electric Power Industry,Wind,"1,451,383"
2014,WY,Total Electric Power Industry,Total,"49,696,183"
2014,WY,Total Electric Power Industry,Coal,"43,408,651"
2014,WY,Total Electric Power Industry,Hydroelectric Conventional,"868,710"
2014,WY,Total Electric Power Industry,Natural Gas,"557,121"
2014,WY,Total Electric Power Industry,Other Gases,"336,768"
2014,WY,Total Electric Power Industry,Other,"74,053"
2014,WY,Total Electric Power Industry,Petroleum,"45,123"
2014,WY,Total Electric Power Industry,Wind,"4,405,757"
2015,AK,Total Electric Power Industry,Total,"6,284,937"
2015,AK,Total Electric Power Industry,Coal,"667,549"
2015,AK,Total Electric Power Industry,Hydroelectric Conventional,"1,568,929"
2015,AK,Total Electric Power Industry,Natural Gas,"3,089,713"
2015,AK,Total Electric Power Industry,Other,"-2,407"
2015,AK,Total Electric Power Industry,Petroleum,"746,567"
2015,AK,Total Electric Power Industry,Other Biomass,"54,892"
2015,AK,Total Electric Power Industry,Wind,"159,694"
2015,AK,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2015,AL,Total Electric Power Industry,Total,"152,477,427"
2015,AL,Total Electric Power Industry,Coal,"41,410,429"
2015,AL,Total Electric Power Industry,Hydroelectric Conventional,"9,861,804"
2015,AL,Total Electric Power Industry,Natural Gas,"55,844,457"
2015,AL,Total Electric Power Industry,Nuclear,"41,951,382"
2015,AL,Total Electric Power Industry,Other Gases,"35,862"
2015,AL,Total Electric Power Industry,Other,0
2015,AL,Total Electric Power Industry,Petroleum,"84,208"
2015,AL,Total Electric Power Industry,Other Biomass,"43,630"
2015,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,"3,245,654"
2015,AR,Total Electric Power Industry,Total,"55,559,428"
2015,AR,Total Electric Power Industry,Coal,"21,740,033"
2015,AR,Total Electric Power Industry,Pumped Storage,"31,667"
2015,AR,Total Electric Power Industry,Hydroelectric Conventional,"3,569,195"
2015,AR,Total Electric Power Industry,Natural Gas,"14,866,286"
2015,AR,Total Electric Power Industry,Nuclear,"13,837,794"
2015,AR,Total Electric Power Industry,Other,"12,125"
2015,AR,Total Electric Power Industry,Petroleum,"60,444"
2015,AR,Total Electric Power Industry,Solar Thermal and Photovoltaic,927
2015,AR,Total Electric Power Industry,Other Biomass,"89,290"
2015,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,351,667"
2015,AZ,Total Electric Power Industry,Total,"113,142,048"
2015,AZ,Total Electric Power Industry,Coal,"36,167,169"
2015,AZ,Total Electric Power Industry,Pumped Storage,"73,070"
2015,AZ,Total Electric Power Industry,Hydroelectric Conventional,"6,535,722"
2015,AZ,Total Electric Power Industry,Natural Gas,"33,657,102"
2015,AZ,Total Electric Power Industry,Nuclear,"32,525,595"
2015,AZ,Total Electric Power Industry,Petroleum,"48,118"
2015,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,"3,456,608"
2015,AZ,Total Electric Power Industry,Other Biomass,"49,644"
2015,AZ,Total Electric Power Industry,Wind,"452,035"
2015,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,"176,984"
2015,CA,Total Electric Power Industry,Total,"196,703,858"
2015,CA,Total Electric Power Industry,Coal,"297,874"
2015,CA,Total Electric Power Industry,Geothermal,"11,883,135"
2015,CA,Total Electric Power Industry,Pumped Storage,"112,650"
2015,CA,Total Electric Power Industry,Hydroelectric Conventional,"13,808,498"
2015,CA,Total Electric Power Industry,Natural Gas,"116,139,609"
2015,CA,Total Electric Power Industry,Nuclear,"18,505,385"
2015,CA,Total Electric Power Industry,Other Gases,"1,548,638"
2015,CA,Total Electric Power Industry,Other,"811,717"
2015,CA,Total Electric Power Industry,Petroleum,"84,515"
2015,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"14,814,384"
2015,CA,Total Electric Power Industry,Other Biomass,"2,883,729"
2015,CA,Total Electric Power Industry,Wind,"12,229,559"
2015,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,"3,584,165"
2015,CO,Total Electric Power Industry,Total,"52,393,077"
2015,CO,Total Electric Power Industry,Coal,"31,540,895"
2015,CO,Total Electric Power Industry,Pumped Storage,"-278,523"
2015,CO,Total Electric Power Industry,Hydroelectric Conventional,"1,620,161"
2015,CO,Total Electric Power Industry,Natural Gas,"11,643,750"
2015,CO,Total Electric Power Industry,Other,"52,324"
2015,CO,Total Electric Power Industry,Petroleum,"7,265"
2015,CO,Total Electric Power Industry,Solar Thermal and Photovoltaic,"251,371"
2015,CO,Total Electric Power Industry,Other Biomass,"79,724"
2015,CO,Total Electric Power Industry,Wind,"7,475,279"
2015,CO,Total Electric Power Industry,Wood and Wood Derived Fuels,832
2015,CT,Total Electric Power Industry,Total,"37,470,622"
2015,CT,Total Electric Power Industry,Coal,"600,469"
2015,CT,Total Electric Power Industry,Pumped Storage,"-3,707"
2015,CT,Total Electric Power Industry,Hydroelectric Conventional,"302,467"
2015,CT,Total Electric Power Industry,Natural Gas,"17,362,309"
2015,CT,Total Electric Power Industry,Nuclear,"17,410,917"
2015,CT,Total Electric Power Industry,Other,"556,468"
2015,CT,Total Electric Power Industry,Petroleum,"436,792"
2015,CT,Total Electric Power Industry,Solar Thermal and Photovoltaic,"17,439"
2015,CT,Total Electric Power Industry,Other Biomass,"597,714"
2015,CT,Total Electric Power Industry,Wood and Wood Derived Fuels,"189,754"
2015,DC,Total Electric Power Industry,Total,"53,750"
2015,DC,Total Electric Power Industry,Natural Gas,"22,653"
2015,DC,Total Electric Power Industry,Petroleum,98
2015,DC,Total Electric Power Industry,Other Biomass,"30,999"
2015,DE,Total Electric Power Industry,Total,"7,810,006"
2015,DE,Total Electric Power Industry,Coal,"598,588"
2015,DE,Total Electric Power Industry,Natural Gas,"6,689,267"
2015,DE,Total Electric Power Industry,Other Gases,"238,081"
2015,DE,Total Electric Power Industry,Petroleum,"154,134"
2015,DE,Total Electric Power Industry,Solar Thermal and Photovoltaic,"48,512"
2015,DE,Total Electric Power Industry,Other Biomass,"76,298"
2015,DE,Total Electric Power Industry,Wind,"5,126"
2015,FL,Total Electric Power Industry,Total,"237,412,633"
2015,FL,Total Electric Power Industry,Coal,"42,904,009"
2015,FL,Total Electric Power Industry,Hydroelectric Conventional,"244,294"
2015,FL,Total Electric Power Industry,Natural Gas,"155,824,152"
2015,FL,Total Electric Power Industry,Nuclear,"28,121,916"
2015,FL,Total Electric Power Industry,Other Gases,"4,774"
2015,FL,Total Electric Power Industry,Other,"3,020,545"
2015,FL,Total Electric Power Industry,Petroleum,"2,149,515"
2015,FL,Total Electric Power Industry,Solar Thermal and Photovoltaic,"223,933"
2015,FL,Total Electric Power Industry,Other Biomass,"2,501,859"
2015,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,"2,417,636"
2015,GA,Total Electric Power Industry,Total,"128,817,898"
2015,GA,Total Electric Power Industry,Coal,"37,130,630"
2015,GA,Total Electric Power Industry,Pumped Storage,"-814,532"
2015,GA,Total Electric Power Industry,Hydroelectric Conventional,"2,983,563"
2015,GA,Total Electric Power Industry,Natural Gas,"50,469,266"
2015,GA,Total Electric Power Industry,Nuclear,"33,838,462"
2015,GA,Total Electric Power Industry,Other,"87,117"
2015,GA,Total Electric Power Industry,Petroleum,"260,371"
2015,GA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"129,452"
2015,GA,Total Electric Power Industry,Other Biomass,"340,800"
2015,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,"4,392,768"
2015,HI,Total Electric Power Industry,Total,"10,119,500"
2015,HI,Total Electric Power Industry,Coal,"1,337,412"
2015,HI,Total Electric Power Industry,Geothermal,"230,340"
2015,HI,Total Electric Power Industry,Hydroelectric Conventional,"121,170"
2015,HI,Total Electric Power Industry,Other Gases,"50,155"
2015,HI,Total Electric Power Industry,Other,"369,163"
2015,HI,Total Electric Power Industry,Petroleum,"7,023,150"
2015,HI,Total Electric Power Industry,Solar Thermal and Photovoltaic,"54,397"
2015,HI,Total Electric Power Industry,Other Biomass,"320,941"
2015,HI,Total Electric Power Industry,Wind,"612,772"
2015,IA,Total Electric Power Industry,Total,"56,658,918"
2015,IA,Total Electric Power Industry,Coal,"29,811,075"
2015,IA,Total Electric Power Industry,Hydroelectric Conventional,"960,145"
2015,IA,Total Electric Power Industry,Natural Gas,"2,398,135"
2015,IA,Total Electric Power Industry,Nuclear,"5,243,446"
2015,IA,Total Electric Power Industry,Other,"5,051"
2015,IA,Total Electric Power Industry,Petroleum,"110,292"
2015,IA,Total Electric Power Industry,Other Biomass,"256,148"
2015,IA,Total Electric Power Industry,Wind,"17,872,632"
2015,IA,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,995"
2015,ID,Total Electric Power Industry,Total,"15,667,095"
2015,ID,Total Electric Power Industry,Coal,"78,993"
2015,ID,Total Electric Power Industry,Geothermal,"75,600"
2015,ID,Total Electric Power Industry,Hydroelectric Conventional,"8,756,622"
2015,ID,Total Electric Power Industry,Natural Gas,"3,803,588"
2015,ID,Total Electric Power Industry,Other,"80,768"
2015,ID,Total Electric Power Industry,Petroleum,61
2015,ID,Total Electric Power Industry,Other Biomass,"175,481"
2015,ID,Total Electric Power Industry,Wind,"2,270,186"
2015,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,"425,796"
2015,IL,Total Electric Power Industry,Total,"193,952,040"
2015,IL,Total Electric Power Industry,Coal,"73,773,706"
2015,IL,Total Electric Power Industry,Hydroelectric Conventional,"124,460"
2015,IL,Total Electric Power Industry,Natural Gas,"10,863,883"
2015,IL,Total Electric Power Industry,Nuclear,"97,282,139"
2015,IL,Total Electric Power Industry,Other Gases,"280,060"
2015,IL,Total Electric Power Industry,Other,"248,212"
2015,IL,Total Electric Power Industry,Petroleum,"56,093"
2015,IL,Total Electric Power Industry,Solar Thermal and Photovoltaic,"49,360"
2015,IL,Total Electric Power Industry,Other Biomass,"526,821"
2015,IL,Total Electric Power Industry,Wind,"10,747,270"
2015,IL,Total Electric Power Industry,Wood and Wood Derived Fuels,36
2015,IN,Total Electric Power Industry,Total,"104,019,275"
2015,IN,Total Electric Power Industry,Coal,"78,230,688"
2015,IN,Total Electric Power Industry,Hydroelectric Conventional,"381,236"
2015,IN,Total Electric Power Industry,Natural Gas,"16,262,987"
2015,IN,Total Electric Power Industry,Other Gases,"2,268,638"
2015,IN,Total Electric Power Industry,Other,"420,071"
2015,IN,Total Electric Power Industry,Petroleum,"1,338,003"
2015,IN,Total Electric Power Industry,Solar Thermal and Photovoltaic,"156,098"
2015,IN,Total Electric Power Industry,Other Biomass,"446,408"
2015,IN,Total Electric Power Industry,Wind,"4,515,147"
2015,IN,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2015,KS,Total Electric Power Industry,Total,"45,527,124"
2015,KS,Total Electric Power Industry,Coal,"24,593,334"
2015,KS,Total Electric Power Industry,Hydroelectric Conventional,"18,963"
2015,KS,Total Electric Power Industry,Natural Gas,"1,173,902"
2015,KS,Total Electric Power Industry,Nuclear,"8,630,178"
2015,KS,Total Electric Power Industry,Other,0
2015,KS,Total Electric Power Industry,Petroleum,"48,502"
2015,KS,Total Electric Power Industry,Solar Thermal and Photovoltaic,"1,806"
2015,KS,Total Electric Power Industry,Other Biomass,"61,937"
2015,KS,Total Electric Power Industry,Wind,"10,998,501"
2015,KY,Total Electric Power Industry,Total,"83,543,671"
2015,KY,Total Electric Power Industry,Coal,"72,620,429"
2015,KY,Total Electric Power Industry,Hydroelectric Conventional,"3,403,481"
2015,KY,Total Electric Power Industry,Natural Gas,"5,949,727"
2015,KY,Total Electric Power Industry,Other,"51,696"
2015,KY,Total Electric Power Industry,Petroleum,"1,077,213"
2015,KY,Total Electric Power Industry,Other Biomass,"92,299"
2015,KY,Total Electric Power Industry,Wood and Wood Derived Fuels,"348,827"
2015,LA,Total Electric Power Industry,Total,"107,812,354"
2015,LA,Total Electric Power Industry,Coal,"15,164,958"
2015,LA,Total Electric Power Industry,Hydroelectric Conventional,"999,036"
2015,LA,Total Electric Power Industry,Natural Gas,"66,210,832"
2015,LA,Total Electric Power Industry,Nuclear,"15,300,736"
2015,LA,Total Electric Power Industry,Other Gases,"2,400,747"
2015,LA,Total Electric Power Industry,Other,"788,216"
2015,LA,Total Electric Power Industry,Petroleum,"4,243,085"
2015,LA,Total Electric Power Industry,Other Biomass,"96,275"
2015,LA,Total Electric Power Industry,Wood and Wood Derived Fuels,"2,608,468"
2015,MA,Total Electric Power Industry,Total,"32,085,969"
2015,MA,Total Electric Power Industry,Coal,"2,252,664"
2015,MA,Total Electric Power Industry,Pumped Storage,"-473,881"
2015,MA,Total Electric Power Industry,Hydroelectric Conventional,"827,184"
2015,MA,Total Electric Power Industry,Natural Gas,"21,007,411"
2015,MA,Total Electric Power Industry,Nuclear,"4,994,806"
2015,MA,Total Electric Power Industry,Other,"867,806"
2015,MA,Total Electric Power Industry,Petroleum,"777,075"
2015,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"451,366"
2015,MA,Total Electric Power Industry,Other Biomass,"1,047,103"
2015,MA,Total Electric Power Industry,Wind,"214,666"
2015,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,"119,769"
2015,MD,Total Electric Power Industry,Total,"36,365,544"
2015,MD,Total Electric Power Industry,Coal,"13,925,604"
2015,MD,Total Electric Power Industry,Hydroelectric Conventional,"1,623,190"
2015,MD,Total Electric Power Industry,Natural Gas,"4,555,345"
2015,MD,Total Electric Power Industry,Nuclear,"14,643,325"
2015,MD,Total Electric Power Industry,Other,"317,935"
2015,MD,Total Electric Power Industry,Petroleum,"232,348"
2015,MD,Total Electric Power Industry,Solar Thermal and Photovoltaic,"118,801"
2015,MD,Total Electric Power Industry,Other Biomass,"403,239"
2015,MD,Total Electric Power Industry,Wind,"434,595"
2015,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,"111,162"
2015,ME,Total Electric Power Industry,Total,"11,741,265"
2015,ME,Total Electric Power Industry,Coal,"91,901"
2015,ME,Total Electric Power Industry,Hydroelectric Conventional,"3,360,527"
2015,ME,Total Electric Power Industry,Natural Gas,"2,951,906"
2015,ME,Total Electric Power Industry,Other,"340,013"
2015,ME,Total Electric Power Industry,Petroleum,"548,263"
2015,ME,Total Electric Power Industry,Other Biomass,"182,921"
2015,ME,Total Electric Power Industry,Wind,"1,295,708"
2015,ME,Total Electric Power Industry,Wood and Wood Derived Fuels,"2,970,026"
2015,MI,Total Electric Power Industry,Total,"113,008,050"
2015,MI,Total Electric Power Industry,Coal,"52,884,033"
2015,MI,Total Electric Power Industry,Pumped Storage,"-480,821"
2015,MI,Total Electric Power Industry,Hydroelectric Conventional,"1,499,223"
2015,MI,Total Electric Power Industry,Natural Gas,"20,044,798"
2015,MI,Total Electric Power Industry,Nuclear,"29,333,786"
2015,MI,Total Electric Power Industry,Other Gases,"1,212,778"
2015,MI,Total Electric Power Industry,Other,"404,802"
2015,MI,Total Electric Power Industry,Petroleum,"826,492"
2015,MI,Total Electric Power Industry,Solar Thermal and Photovoltaic,"1,190"
2015,MI,Total Electric Power Industry,Other Biomass,"1,038,263"
2015,MI,Total Electric Power Industry,Wind,"4,796,898"
2015,MI,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,446,608"
2015,MN,Total Electric Power Industry,Total,"56,979,768"
2015,MN,Total Electric Power Industry,Coal,"24,697,098"
2015,MN,Total Electric Power Industry,Hydroelectric Conventional,"849,054"
2015,MN,Total Electric Power Industry,Natural Gas,"7,389,438"
2015,MN,Total Electric Power Industry,Nuclear,"12,038,606"
2015,MN,Total Electric Power Industry,Other,"389,976"
2015,MN,Total Electric Power Industry,Petroleum,"27,939"
2015,MN,Total Electric Power Industry,Solar Thermal and Photovoltaic,"2,789"
2015,MN,Total Electric Power Industry,Other Biomass,"628,826"
2015,MN,Total Electric Power Industry,Wind,"9,778,845"
2015,MN,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,177,196"
2015,MO,Total Electric Power Industry,Total,"83,640,067"
2015,MO,Total Electric Power Industry,Coal,"65,325,521"
2015,MO,Total Electric Power Industry,Pumped Storage,"347,749"
2015,MO,Total Electric Power Industry,Hydroelectric Conventional,"1,595,020"
2015,MO,Total Electric Power Industry,Natural Gas,"4,596,413"
2015,MO,Total Electric Power Industry,Nuclear,"10,440,082"
2015,MO,Total Electric Power Industry,Other,"57,564"
2015,MO,Total Electric Power Industry,Petroleum,"98,842"
2015,MO,Total Electric Power Industry,Solar Thermal and Photovoltaic,"16,898"
2015,MO,Total Electric Power Industry,Other Biomass,"99,841"
2015,MO,Total Electric Power Industry,Wind,"1,033,076"
2015,MO,Total Electric Power Industry,Wood and Wood Derived Fuels,"29,061"
2015,MS,Total Electric Power Industry,Total,"64,757,864"
2015,MS,Total Electric Power Industry,Coal,"6,399,605"
2015,MS,Total Electric Power Industry,Natural Gas,"45,116,943"
2015,MS,Total Electric Power Industry,Nuclear,"11,714,588"
2015,MS,Total Electric Power Industry,Other,"6,066"
2015,MS,Total Electric Power Industry,Petroleum,"14,129"
2015,MS,Total Electric Power Industry,Other Biomass,"13,454"
2015,MS,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,493,078"
2015,MT,Total Electric Power Industry,Total,"29,302,401"
2015,MT,Total Electric Power Industry,Coal,"16,013,206"
2015,MT,Total Electric Power Industry,Hydroelectric Conventional,"9,887,729"
2015,MT,Total Electric Power Industry,Natural Gas,"599,206"
2015,MT,Total Electric Power Industry,Other Gases,"17,055"
2015,MT,Total Electric Power Industry,Other,"302,772"
2015,MT,Total Electric Power Industry,Petroleum,"496,426"
2015,MT,Total Electric Power Industry,Wind,"1,964,726"
2015,MT,Total Electric Power Industry,Wood and Wood Derived Fuels,"21,281"
2015,NC,Total Electric Power Industry,Total,"128,388,445"
2015,NC,Total Electric Power Industry,Coal,"39,922,168"
2015,NC,Total Electric Power Industry,Pumped Storage,94
2015,NC,Total Electric Power Industry,Hydroelectric Conventional,"4,742,004"
2015,NC,Total Electric Power Industry,Natural Gas,"36,544,596"
2015,NC,Total Electric Power Industry,Nuclear,"42,096,761"
2015,NC,Total Electric Power Industry,Other,"685,283"
2015,NC,Total Electric Power Industry,Petroleum,"434,587"
2015,NC,Total Electric Power Industry,Solar Thermal and Photovoltaic,"1,373,579"
2015,NC,Total Electric Power Industry,Other Biomass,"544,024"
2015,NC,Total Electric Power Industry,Wood and Wood Derived Fuels,"2,045,348"
2015,ND,Total Electric Power Industry,Total,"37,156,612"
2015,ND,Total Electric Power Industry,Coal,"27,734,413"
2015,ND,Total Electric Power Industry,Hydroelectric Conventional,"2,094,168"
2015,ND,Total Electric Power Industry,Natural Gas,"711,044"
2015,ND,Total Electric Power Industry,Other Gases,"39,063"
2015,ND,Total Electric Power Industry,Other,"42,168"
2015,ND,Total Electric Power Industry,Petroleum,"26,459"
2015,ND,Total Electric Power Industry,Other Biomass,"3,594"
2015,ND,Total Electric Power Industry,Wind,"6,505,704"
2015,NE,Total Electric Power Industry,Total,"39,883,391"
2015,NE,Total Electric Power Industry,Coal,"24,185,421"
2015,NE,Total Electric Power Industry,Hydroelectric Conventional,"1,684,980"
2015,NE,Total Electric Power Industry,Natural Gas,"430,731"
2015,NE,Total Electric Power Industry,Nuclear,"10,324,728"
2015,NE,Total Electric Power Industry,Other,0
2015,NE,Total Electric Power Industry,Petroleum,"6,115"
2015,NE,Total Electric Power Industry,Other Biomass,"70,953"
2015,NE,Total Electric Power Industry,Wind,"3,180,463"
2015,NE,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2015,NH,Total Electric Power Industry,Total,"20,015,893"
2015,NH,Total Electric Power Industry,Coal,"936,662"
2015,NH,Total Electric Power Industry,Hydroelectric Conventional,"1,270,222"
2015,NH,Total Electric Power Industry,Natural Gas,"6,051,695"
2015,NH,Total Electric Power Industry,Nuclear,"9,484,204"
2015,NH,Total Electric Power Industry,Other,"49,720"
2015,NH,Total Electric Power Industry,Petroleum,"175,564"
2015,NH,Total Electric Power Industry,Other Biomass,"118,650"
2015,NH,Total Electric Power Industry,Wind,"423,496"
2015,NH,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,505,681"
2015,NJ,Total Electric Power Industry,Total,"74,608,860"
2015,NJ,Total Electric Power Industry,Coal,"1,759,096"
2015,NJ,Total Electric Power Industry,Pumped Storage,"-169,577"
2015,NJ,Total Electric Power Industry,Hydroelectric Conventional,"9,541"
2015,NJ,Total Electric Power Industry,Natural Gas,"36,974,456"
2015,NJ,Total Electric Power Industry,Nuclear,"33,261,760"
2015,NJ,Total Electric Power Industry,Other Gases,"221,033"
2015,NJ,Total Electric Power Industry,Other,"582,493"
2015,NJ,Total Electric Power Industry,Petroleum,"374,936"
2015,NJ,Total Electric Power Industry,Solar Thermal and Photovoltaic,"627,890"
2015,NJ,Total Electric Power Industry,Other Biomass,"945,693"
2015,NJ,Total Electric Power Industry,Wind,"21,539"
2015,NM,Total Electric Power Industry,Total,"32,701,398"
2015,NM,Total Electric Power Industry,Coal,"20,439,532"
2015,NM,Total Electric Power Industry,Geothermal,"9,675"
2015,NM,Total Electric Power Industry,Hydroelectric Conventional,"99,473"
2015,NM,Total Electric Power Industry,Natural Gas,"9,364,624"
